RES ID,SSN,pH,%N,%C,C % Inorg  ,C % Org,Am Ox_Al mg/kg,Am Ox-Fe mg/kg,AmOx-Mn/mg/kg,AmOx-Pmg/kg, Olsen P mg/kg,pbi no units,Caex cmolc/ kg soil,Kex cmolc/ kg soil,Mgex cmolc/ kg soil,Naex cmolc/ kg soil,ECEC cmolc/ kg soil,ICP OES Al mg/kg ,ICP OES Ca mg/kg ,ICP OES Co mg/kg ,ICP OES Cr mg/kg ,ICP OES Cu mg/kg ,ICP OES Fe mg/kg ,ICP OES K mg/kg ,ICP OES Mg mg/kg ,ICP OES Mn mg/kg ,ICP OES Na mg/kg ,ICP OES Ni mg/kg ,ICP OES P mg/kg ,ICP OES Pb mg/kg ,ICP OES S mg/kg ,ICP OES Zn mg/kg ,ICPMS As 75 mg/kg,ICP MS Se 78 mg/kg,ICP MS Mo 95 mg/kg,ICP MS Cd 114 mg/kg
S5556/88,icr007851,5.58,0.01,0.18,0.0,0.18,293.235283677,168.9973706255,5.743586717,12.6595234975,4.24,20.71,0.05,0.041627909102612,0.110549026533361,0.010807780101538,2.5710800322416403,2763.55531,117.3851545,0.780637288,2.369481274,0.5373871441,2064.7629030000007,433.3812056,245.6881242,15.4159206,70.67296712,0.9239124376,51.60862309,0.9941452942,8.041167866,3.400756578,0.064571915246928,0.109920132465438,0.02513161131449,0.000436195004203
S5556/89,icr007987,6.16,0.08,0.92,0.0,0.92,3099.311156477,1945.2689660254998,110.644770996,46.4505406475,1.38,90.9,4.82,0.896931300605568,3.63742477881478,0.033354399936176005,5.0660620583743485,61243.24618,1032.327734,14.66908752,68.41049366,12.91027509,33788.55584,3328.323756,2536.698409,209.9524228,94.32584334,39.73352558,256.7188402,9.255615244,125.6833741,30.93802417,0.8929774744668101,0.950586673747655,0.074859809250978,0.009029607056442
S5556/90,icr010019,,0.1,2.05,0.0,2.05,7139.759637476999,4468.6199930255,1089.444264396,122.7655483475,1.72,402.3,0.07,0.025701211343375004,0.076100322381952,0.005321823373948,3.50557803665366,73919.50604,128.872346,30.0660201,48.08451583,45.14598226,78300.97252000001,154.3447351,226.0825934,1514.867037,25.73696964,46.65226891,462.2767796,24.48049101,43.04618303,41.33842954,0.81737480925444,1.5758803620325903,0.071961641940113,-0.000145292120438
S5556/91,icr020848,5.71,0.03,0.56,0.0,0.56,246.822308477,578.5172191255,35.834008146,8.7571693375,3.06,16.39,0.87,0.088410335167173,0.265389035716656,0.046928746024079,-0.022132272187348,3158.23189,211.3720662,0.8114651329000001,3.896027556,1.16137158,2387.935748,134.2828221,98.22598857,47.29217252,19.87970822,0.9962047921,37.36011225,26.25897314,19.82124376,6.679073172000001,0.101255482183631,0.119786090973459,0.063288241821123,0.013512782481087
S5556/105,icr020888,5.12,0.05,0.87,0.0,0.87,884.72749711,1158.124517732,11.0527328006,-20.428534385,3.7,29.51,0.76,0.139649252177205,0.342501868658301,0.069722906231506,1.7338017715934,9685.251705,210.9394496,0.7577064752,10.8764936,3.716366303,4115.578866,299.7725549,144.4636586,16.65286688,49.66340495,3.10105088,61.85967618,4.068729471,31.12710258,5.613783227000001,0.14058403769964098,0.184028486095288,0.04703707457276,-2.52938492441405e-05
S5556/106,icr020889,4.74,0.04,0.46,0.0,0.46,1859.04173271,1634.8131037320002,6.0150230846,-29.463083115,1.04,42.02,1.12,0.09460112292350302,0.555301324243571,0.091198502750218,0.447346465297792,23533.29221,267.1078359,1.507106588,24.04892259,6.78796595,8395.61062,359.43102210000006,281.7861751000001,14.32475479,53.26787538,6.840568135,83.72392379,7.659926608999997,18.99345474,7.529242904,0.209617273593762,0.26457435540315605,0.05186400513081599,-0.0014019788145170002
S5556/112,icr020909,6.09,0.03,0.42,0.0,0.42,2344.41355671,909.243655432,233.5580825906,3.493457558,2.62,31.85,1.64,0.133963050424187,0.512377019779469,0.009795476483899,0.21398342440182,21719.005595,354.116732,6.1431529725,15.737382765,4.8880180965,10147.585355,988.2802043,490.05487285,301.3426076,52.65102621,6.966946496,143.8709494,5.6537717235,29.538235975,10.316307457999999,0.39259350879373706,0.3932076604564361,0.097006874820405,0.002442583091511
S5556/133,icr020947,5.67,0.04,0.71,0.0,0.71,352.76738531,581.946645732,65.71326037060001,-10.828109025,5.24,19.41,1.24,0.146466349339997,0.421942008711788,0.020164028111401,1.3243268997115,4842.69664,284.856633,1.388587104,6.9260614910000005,2.300300676,3084.709202,253.3934865,139.6641755,81.78518083,26.57886935,1.899798562,51.90749523,3.318572698,34.280866700000004,3.0848230310000004,0.082947917679,0.114131385445543,0.09928566595997,-9.480846148157092e-05
S5556/148,icr020970,6.62,0.06,1.08,0.0,1.08,702.12205121,588.993177632,210.56994119060002,37.658737455,3.98,18.52,3.86,0.14904388115084302,0.8423994097403829,0.017942844743255002,5.46513667062615,5666.663354,1012.759998,3.42314471,8.560621422999999,3.482953473,7531.259311,831.2324995,353.53723239999994,275.08819680000005,88.51049277,2.698122948,167.6637491,2.038582769,53.57650615,9.06264631,0.19875425456787896,0.232103907524618,0.11826589684819902,0.004685691174263
S5556/149,icr020971,6.61,0.02,0.3,0.0,0.3,721.10761941,437.450635832,111.69057749059999,5.374481609,2.88,11.75,1.56,0.06476697601686,0.254058787975314,0.014496873141863,1.3516115459019,6383.68702,416.1488546,3.98772115,9.896736653,3.085073296,8127.205287999999,925.0971179,283.7387537,208.3822521,157.6308334,2.890083362,113.0850178,2.209629423,18.26852456,6.223780147,0.19807719125906686,0.251394062260986,0.06823356269248901,0.00204025245257
S5556/162,icr020986,6.54,0.04,0.66,0.0,0.66,501.8752658,340.5647241715,137.44843669999997,6.816126583,2.96,7.73,2.48,0.093479874009868,0.407858614076116,0.019268182036554,0.609467547938236,3936.0925645,551.9394606000002,1.3539287115,6.9538489575,2.207016318,3347.4106205,558.2958219999998,137.21669640000002,165.7681467,51.273351675,1.737149581,119.59212995,1.3600039995,39.04637958,4.4444083825,0.103053295381752,0.123715783587994,0.093406732637587,0.00391080272482
S5556/174,icr021005,6.21,0.03,0.48,0.0,0.48,1296.571184,1113.8612364715,247.4727527,-27.21141708,0.56,27.59,1.55,0.199514721407325,0.9263929431442092,0.044993777754569,4.75769909384015,13680.29243,387.2742817,8.764839734,30.15406185,6.06773209,15841.95845,660.4161283,491.4665277,322.0697739,58.32427638,8.601025146,89.35255216,5.192369208,28.35339972,10.85664885,0.437793200256221,0.491586616070702,0.14219041581566,0.006882046200556999
S5556/201,icr021063,6.49,0.07,1.13,0.0,1.13,1164.983,801.7560000000003,292.725,50.805,3.08,19.89,4.0,0.225626001846628,0.919835248184324,0.022454876013925,3.977399429832,9208.371977,814.6217892000003,5.24555025,34.64396970000001,4.889943977,12587.01489,740.9750094,416.8201127,364.7154401,52.82044381,5.166506861,125.6874289,5.060863694,50.77008753,8.294999792999999,0.13686648842008098,0.28857725207166696,0.17010700979993398,0.004939981450897
S5556/202,icr021064,6.69,0.03,0.42,0.0,0.42,528.969,410.708,272.564,23.12,0.82,16.96,1.28,0.08521190946921,0.326611789142975,-0.001385716797215,-0.058272584422204,6496.622884,338.2330065,5.213394491,41.18252837,3.904158601,12934.32179,363.5358848,211.7636125,339.7799183,32.544182025,4.249132452,77.31525407,4.694279376,17.67072455,4.9400577605,0.13247923625674402,0.242248106225872,0.155623244320225,0.002420381422533
S5556/208,icr021084,4.95,0.02,0.21,0.0,0.21,673.66,505.894,1.224,27.038,1.48,18.16,0.28,0.049989535033493,0.0398150725036,0.07135927586597,-1.11279827761751,4489.117657,67.88522682,0.6962738961,7.572867755,1.005372426,2697.266747,103.2963749,61.33475412,7.936133197,39.49304113,1.360898657,40.20369494,2.649833804,5.335067521,0.941859717,-0.005389504199596999,0.06468014836592201,0.062681917983282,-0.006449626042984
S5556/216,icr021103,5.75,0.04,0.57,0.0,0.57,392.506,411.586,26.611,29.067,3.78,10.92,1.16,0.172675905090503,0.419574439498046,0.102937992515231,5.18476984388258,4725.154752,340.1965452,0.969718908,7.835848221,1.719931273,3043.832286,263.3681413,146.32310080000005,35.44300979,43.73912177,2.458062652,44.89277172,9.081746667,25.42947384,3.381666496,0.122131217121232,0.128815528242235,0.096586219325886,0.003508518506821
S5556/217,icr021104,5.27,0.02,0.25,0.0,0.25,861.3610000000001,448.62300000000016,6.407,14.376,1.52,13.13,0.71,0.14347042055536902,0.2319774204484669,0.17801633202785,4.76746638214832,5545.705929,178.886448,0.9465005515,6.490337538,1.6207282509999998,3188.79219,272.8821309,108.8322524,11.73111129,60.05917262,1.623243889,29.28125586,2.45459455,10.32076416,2.826778087,0.053437607103728,0.14050802735481302,0.0681761528606,-0.005376472073495
S5556/223,icr021123,6.52,0.03,0.59,0.0,0.59,202.292,375.163,150.5,41.106,2.94,8.44,2.59,0.147863041871386,0.6828086298292529,0.110795812445605,6.8324362684541,2580.58944,603.244082,1.664380627,13.91624463,2.124041666,4091.865959,268.33944219999995,311.2008126,175.4129032,46.29267133,2.243821544,87.05100076,1.659611045,29.96399322,5.912813793,0.048410632840119004,0.154458538367759,0.105211156999998,0.011161827614373
S5556/240,icr024869,6.2,0.03,0.47,0.0,0.47,1043.3,371.223,81.332,15.73,0.96,19.44,0.89,0.21373124821283804,0.647328347253652,0.055983703899043,3.06992604955032,13942.1273,272.8226974,5.4725330460000015,41.23749399,4.719209762,7510.1680849999975,1021.34347,651.4910077000002,136.03740919999998,47.75218989,11.5390799,95.15154002,12.07536158,23.26130484,9.956583224,1.03717359187963,1.02499575800955,0.100312359707316,0.009519914858655
S5556/251,icr024994,6.3,0.04,0.65,0.0,0.65,1013.89,393.158,156.26,23.638,1.1,23.24,1.22,0.21538571370110696,0.592886096358774,0.059839249695387,3.20824158662821,16473.91594,375.8100972,4.907705021,28.68050877,5.416790897,9068.908791,1430.301599,725.7678667,233.7601964,40.0942928,9.903196021,114.7253659,11.55484546,34.95673273,13.22050724,1.73035925886798,1.14132632879297,0.356251915096125,0.025410474781711004
S5556/252,icr025016,5.61,0.05,0.67,0.0,0.67,758.357,566.743,28.653,21.475,2.28,27.81,2.29,0.181585623313546,1.6314045292738102,0.07611115722367301,6.65762652808417,11235.31967,561.12050195,3.8490101545,14.55024892,4.8803385195,5039.059718,513.257278,752.34085355,50.996610165,39.405037545,10.39048211,34.42983852,5.2817694245,41.142042625,6.8991712465,1.74321271275192,0.327732336828875,0.070513824456397,0.016803005223617
S5556/253,icr024918,6.14,0.01,0.18,0.0,0.18,367.616,259.337,15.728,16.692999999999998,0.44,9.06,0.39,0.067814479197305,0.253458324953713,0.07441854328981701,1.4393614372984902,4723.955048,333.5758794,1.053707161,7.0400377989999985,1.611634698,3220.22252,395.3065328,201.0682998,33.72994934,97.45725341,2.274091732,15.4507086,3.305352023,18.91276369,3.84547287,0.910184875462558,0.160160495002548,0.054162762723623005,0.008430259227586
S5556/262,icr024956,6.35,0.04,0.65,0.0,0.65,1292.797,520.252,223.201,20.096,1.06,23.64,2.1,0.250882338705263,0.711913725519852,0.019613477967798,0.8119564143899479,17786.291535,595.5015055,6.338935069500001,33.78784368,6.015351533,10111.508812,1002.1006328,596.6641691000002,294.738819,58.577597125,10.888235555,70.865498155,6.875747630499999,40.60220421,12.58285538,0.427142549313385,0.326991192385521,0.059453469047141,0.014583537744852
S5556/263,icr024957,5.58,0.02,0.34,0.0,0.34,1862.617,666.207,146.418,17.932000000000006,0.7,42.04,0.48,0.19956391053831,0.8554691263015841,0.037774390282855,-0.452066823349742,26936.38909,196.7405834,6.1877003660000005,40.94358186,6.787226265,13088.10128,1001.965134,616.5278886,213.2276539,46.83656931,14.96200814,61.33266381,5.936962188,20.88417149,15.33316224,0.4353707889591121,0.237185622261062,0.059090818940771,0.006883837177312
S5556/272,icr024976,6.48,0.04,0.7,0.0,0.7,551.835,231.651,103.611,21.219,1.48,13.04,2.2,0.138712850364338,0.550218424799835,0.025192583511749,1.8112844748006105,6274.678364500001,512.46390255,5.161986225,12.01813888,3.751362361,4388.722105,820.18870175,258.94734435,147.69009165,33.487636745,5.0322675745,77.006852625,9.488235736,29.205771315,6.817286028,0.9685398713768628,0.507513887406741,0.145739561235073,0.006187050956371999
S5556/273,icr024977,6.12,0.02,0.32,0.0,0.32,628.96,264.015,69.881,16.08,1.4,16.79,0.68,0.103699796497546,0.310577092728245,0.022230119229765,-0.5956736008824001,7869.416344,229.0657489,5.743078749,15.36602393,4.194935172,5431.4238380000015,953.8832247,262.27729,122.3780584,41.19550853,5.920562826,63.61793422,10.23032555,20.6929438,7.153267958,1.06266798332082,0.5216648009613529,0.13730549131893802,0.00405974175098
S5556/286,icr024995,5.82,0.02,0.33,0.0,0.33,1459.139,573.761,80.518,10.003,0.46,35.81,0.44,0.243309336196203,0.7976365920905172,0.07089039187554401,0.23242995587985,25258.49442,165.4364169,5.16637033,35.6532799,6.101480649,11537.5709,1587.365787,757.1113015,158.45646399999995,41.41110894,13.13855845,85.78034911,10.82345684,21.02943765,14.22322226,1.59965969046453,0.9173978171060992,0.271778505639585,0.001264888966333
S5556/309,icr025056,6.41,0.02,0.26,0.0,0.26,868.051,258.92,102.243,9.124,0.9,2.04,0.56,0.089986548543031,0.17798929751079998,0.019265339691036,7.02421820464959,8467.927924,215.8884583,2.79570219,11.25643081,1.4656972069999998,4988.987373,753.577813033333,263.8676506,178.1168481,33.103413646999996,3.049150206,72.9196656,9.126329776,10.8713307966667,9.256878426,0.7738384235801921,0.6503827346066229,0.053066648629769,0.0028451325268600003
S5556/335,icr025112,6.37,0.02,0.36,0.0,0.36,1379.165,466.756,77.62,10.369000000000002,0.56,3.14,1.85,0.14538596698321898,1.09100895799218,0.045619742545692,1.99930751739353,14749.54302,639.023027,2.488485872,16.24995333,2.878939792,6630.92073,588.288627333333,500.0540857,112.4154231,37.765191226999995,5.446608199,44.44789081,4.514532739,10.2056380666667,12.16810674,0.2509125421548961,0.31212459408964305,0.088188256981989,0.003643545890852
S5556/351,icr030043,6.59,0.37,7.24,0.0,7.24,4043.8,3805.58,1064.4160000000004,527.565,46.08,86.55,33.68,1.59875247043733,7.91529600164575,0.050422584495213,51.823121948074,90323.26767,10644.43997,39.26953620000001,61.20364435,27.89165664,103943.27488,3725.042976,3273.778561,3040.43473,65.576878645,54.63935069,1876.343095,15.72316748,287.44322846,82.33071686,2.89481512571426,2.5452403051525696,0.10024963524997302,0.116811969392207
S5556/354,icr030063,7.2,0.5,8.67,0.0,8.67,2087.414,6995.436,740.613,1145.904,171.18,371.11,43.6,2.0708410814511105,9.76680490104916,0.019679176235857,62.5857130222298,60036.98732000001,16341.68191,42.55348961,67.10705479,29.31917646,96576.08006,3285.20481,4255.93645,2036.308935,60.412862455,51.70783298,2998.841715,10.60925996,359.85559846,112.92254309999998,2.12563143597492,1.88631779971804,0.706054549567202,0.165900673802564
S5556/356,icr030083,6.44,0.4,7.83,0.0,7.83,2980.468,2766.293,935.898,203.652,8.06,286.03,33.8,0.8408529157252359,7.8059464192552985,0.05187697361618799,49.3121952350246,77022.40733,9335.746753,42.15096785,70.06989473,23.11651202,105453.46792,2108.487449,2482.231399,2673.273613,55.920421325,49.72810755,1058.29,16.75933218,315.49190646,66.94625263,3.21106305115237,3.13824465793077,0.31529003251285803,0.08724837541498799
S5556/362,icr030124,5.85,0.08,1.2,0.0,1.2,1029.911,925.169,200.394,21.82,1.33,119.27,4.67,0.279964265095925,1.3060468976753798,0.19237751566579608,7.121502080434411,35807.350905,1585.3791915,12.11478654,19.402260325,9.486337369500001,26233.111935,4008.8958505,2807.7179865,627.22954095,82.592017965,12.892886905,166.17589375,10.153482921,62.42593303,31.23108282,0.975110649879876,0.6519211148254089,0.11158058544467,0.003333215995535
S5556/374,icr030144,5.79,0.17,2.68,0.0,2.68,2064.773,3810.03,881.245,83.39200000000002,1.68,393.63,16.13,0.293073728371822,4.96320858095042,0.056288849347259,26.515463305616798,56332.90241,3415.71775,26.66110244,29.97059531,10.88661138,77671.13077999999,1476.973161,2190.976364,2181.642389,32.740023545,21.425207,488.5603754,12.36172931,98.95696446,74.05202181,1.37113900716185,1.53072177369996,0.135181586951011,0.02037803134882
S5556/420,icr030277,5.84,0.11,1.64,0.0,1.64,3029.189000000001,3725.659,717.556,55.31100000000001,0.12,189.86,12.45,0.182935711322487,4.880263157817732,0.137190613959965,19.7669859087052,57401.80888,6221.473367000001,22.66662132,11.25515298,57.93914234,61373.15358,6325.910371,9497.808894,1118.806422,167.7512092,12.75329172,193.8385075,5.607898252999999,92.94847808,69.49762406,0.958899308880343,0.536867506740504,0.054426293046729,0.020276693682757
S5556/492,icr030495,8.31,0.14,4.05,2.3,1.71,2343.238,1530.864,427.982,109.883,1.02,270.54,35.47,0.621860346327078,7.601288541212098,0.473525706362054,51.9745078737485,48799.68486,88089.860985,18.97213855,74.709042715,30.00876161,44636.84599,7603.5631895,15245.27956,1000.80153955,225.6444137,81.06054081,283.6490493,9.2578585335,237.6433632,62.3243563,5.428283601029482,1.03349065139891,0.17318184531948402,0.18649558946717887
S5556/506,icr033393,8.59,0.03,1.38,1.1,0.29,1722.221,937.887,516.391,201.631,1.78,92.74,19.47,0.489900925073469,2.13059748669656,1.47460560671018,27.720233677244202,33940.96069,39392.887,7.753117471,13.50370008,6.8773592510000014,38961.73035,5814.712507,6724.495281999999,1016.584729,1047.782918,10.37673458,337.2742295,7.520231642000001,126.754973,70.87282406,1.21523517374723,2.22058375980461,0.06898991152178999,0.088909738961763
